Serial No.,College Name,Info Data
571,SRM Institute of Science and Technology Ramapuram Campus,"SRM Institute of Science and Technology (SRM IST) Ramapuram Campus, formerly known as SRM University was established in 2004. It is located in Ramapuram, Chennai, Tamil Nadu. SRM Ramapuram has been approved by UGC and AICTE. SRM Ramapuram has been accredited by NAAC with the highest grade of A++. SRM Ramapuram provides various undergraduate, postgraduate and doctoral programs in Engineering, Science and Humanities, Management and Dental."
572,St. Andrews Institute of Technology and Management - [SAITM],"St. Andrews Institute of Technology and Management (SAITM), Gurgaon is awarded ‘Best Engineering College for promoting Industry-Academic Interface’ by the Hon’ble Government of Goa Smt. Mridula Sinha. SAITM Gurgaon offers undergraduate and postgraduate courses in the discipline of Engineering, Management and Computer Application. Admission is done on the basis of merit and entrance examinations. The institute provides 100% placement assistance to its students. The highest package is recorded at INR 40 LPA and the average package is recorded at INR 8 LPA. Some of the potential employers include"
573,CMR Technical Campus - [CMRTC],
574,"SRM, Institute of Technology","Shri Ramswaroop Memorial (SRM), Institute of Technology was founded in Lucknow, Uttar Pradesh, in 2012. The institution is an affiliate of Lucknow's Shri Ramswaroop Memorial University (SRMU) and is approved by the AICTE. The engineering stream is covered by a number of UG and PG programmes at the SRM Institute of Technology Lucknow."
575,"University College of Engineering, JNTUK","JNTUK University College of Engineering Vizianagaram was founded in 2007, approved by the All India Council for Technical Education. Being a constituent college of Jawaharlal Nehru Technological University Kakinada, the institute has a highly polished educational infrastructure with an international outlook and live synergy with the relevant industries. The college aims at rendering human resources to the industry in the disciplines of Computer Science and Information Technology, Infrastructure development, Communication, networking and more."
576,St.Joseph's Institute of Technology - [SJIT],"St. Joseph's Institute of Technology is a higher education institution in Chennai, India offering UG and PG courses such as BE/ BTech, and ME. in various specializations. The courses are offered to students to fulfill the eligibility criteria of both merit and entrance based process. Admissions at the college are mostly merit-based. The interested students may visit the campus for the registration to apply for the admission."
577,Ramco Institute of Technology - [RIT],"Ramco Institute of Technology, situated in the city of Rajapalayam, Tamil Nadu was established in the year 2013. RIT is affiliated to Anna University, Chennai. The institute is also approved by AICTE. It offers a Bachelor of Engineering program across 5 specializations. The aim is to provide high-quality technical education and create skilled Engineers and Technologists who are capable of working in an integrated environment."
578,ITM Vocational University - [ITMVU],"ITM Vocational University (ITMVU), established in 2014 is a private university located in Vadodara, Gujarat. The university is approved by UGC and AICTE and is best know for its wide range of vocational courses. ITMVU offers various undergraduate and postgraduate courses in the field of Engineering, Management, Science and Computer Application."
579,"Greater Noida Institute of Technology, IPU - [GNIT]","Greater Noida Institute of Technology or GNIT, Greater Noida is one of the reputed private engineering colleges in India. The college is approved by the All India Council of Technical Education (AICTE) and is affiliated with Dr. APJ Abdul Kalam Technical University, Lucknow. GNIT, Greater Noida is part of the GNIOT Group of Institutions and offers various undergraduate and postgraduate courses in engineering, management, commerce, and paramedical sciences."
580,Netaji Subhas University - [NSU],"Netaji Subhas University (NSU) Jamshedpur formerly known as Netaji Subash Institute of Business Management (NSIBM) is the first approved private university of Jamshedpur, established to provide world-class education amenities to the students. The university was established in the year 2018, approved by University Grants Commission(UGC), AICTE, NCTE, BCI, INC, JNRC and PCI. NSU was. The university provides students with a highly qualified team of faculty memvers who are experienced and professional in their fields."
581,Greater Noida Institute of Technology (Engineering Institute),"Greater Noida Institute of Technology, Greater Noida is one of the most reputed private Engineering and Management institutes in North India. It has been ranked 143rd for MBA by The Week 2020. The Institute is awarded the Best Management Institute award in North India for Industry Interface by Rashtriya Shiksha Gaurav Puraskar Ceremony – 2019. GNIOT (Engineering Institute) has achieved NAAC A+ grade in its first cycle."
582,Arunodaya University,"Arunodaya University, Arunachal Pradesh was established by The State Legislature and is approved under the UGC Act 1956 vested in 2014, with programs for Degrees, Diplomas, and Certificates ranging from Under graduation, Bachelor’s, Post-graduation, Ph.D., and M.Phil. The Institution has been established to provide the growing needs of higher education in the country."
583,Shri Guru Ram Rai University - [SGRRU],"Shri Guru Ram Rai University (SGRRU), Dehradun is specialized in 103 courses of 10 streams. Graduates from the university are placed in companies such as Accenture, Apex Pharma, Axis Bank, Bajaj Capital, DA Milano, Deloitte, Genpact, etc. SGRRU offers UG, PG, Diploma, Doctoral, and Certificate courses in the fields of Arts, Science, Commerce, Medical, Management, Agriculture. Recently, the college is also offering B.Sc in agriculture that is ICAR approved. Admission to the same is merit-based."
584,JSS Academy of Technical Education - [JSSATE],"Jagadguru Sri Shivarathreeshwara Academy of Technical Education which is also known as JSS Academy of Technical Education (JSSATE) is an engineering college situated in the city of Bangalore. JSSATE was established in the year of 1997 beneath the JSS Mahavidyapeetha which is located at Mysore. JSSATE is affiliated by VTU (i.e.) Visvesvaraya Technological University in Belgaum, Karnataka, India. It has been ranked by NIRF at 55 among the top universities in India in 2019."
585,SDM College of Engineering and Technology - [SDMCET],"SDM College of Engineering and Technology (SDMCET), Dharwad was started by SDME Society in 1979. It is a Self Financed Autonomous educational Institute. It is affiliated to Visvesvaraya Technical University (Belgaum) & University Grants Commission (New Delhi). The Institute has been conferred twice by the National Board of Accreditation & selected for Technical Education Quality Improvement Program (TEQIP)."
